"","grid","cv.error","cv.se"
"41",0.0244997856832808,0.0385548003090174,0.00681143703828931
"42",0.0227812333231065,0.0375494204313945,0.00679184180551116
"43",0.0211832298629447,0.036626295207448,0.00677567433923326
"44",0.0196973193269222,0.0357786423728782,0.00676225019985391
"45",0.0183156388887342,0.0349997223255508,0.00675138736860468
"46",0.0170308772648064,0.0342835687195064,0.00674290478836175
"47",0.0158362360259957,0.0335774455142967,0.00672596064263027
"48",0.0147253936231038,0.0328958304013602,0.00670732183311481
"49",0.0136924719358439,0.0321991526039533,0.00668683790790439
"50",0.01273200516825,0.0315464958420194,0.00666810673657833
"51",0.0118389109259367,0.0309347217093889,0.00665124487652922
"52",0.0110084633221625,0.0303366630449271,0.00661625531741271
"53",0.0102362679703842,0.029748580757927,0.00656215922665725
"54",0.00951823873097392,0.0292065314959616,0.00651569575434084
"55",0.0088505760890521,0.0287048372041616,0.00647253852397267
"56",0.00822974704902003,0.0282080122347459,0.006429596254378
"57",0.00765246643940301,0.0277710288262568,0.00638686400451052
"58",0.00711567952907647,0.0273983389942545,0.00634103856450833
"59",0.00661654586288757,0.0270730675014993,0.00629784899588232
"60",0.00615242423113686,0.0268000585817234,0.00625202870385749
"61",0.00572085869338487,0.0265774351369243,0.00620264137661729
"62",0.00531956558262718,0.026403531290637,0.00614873324466375
"63",0.0049464214210697,0.026262654743018,0.00609067399501548
"64",0.00459945168355901,0.0261515320101758,0.00602476829969435
"65",0.00427682034920893,0.0260421940503601,0.00595023236496955
"66",0.00397682018593443,0.025941586397376,0.00586830801629105
"67",0.00369786371648293,0.025937815748018,0.00575695468064108
"68",0.00343847481815876,0.0259322831515346,0.00565982436718684
"69",0.00319728091179005,0.0259101941755126,0.00557899509254174
"70",0.00297300569860536,0.0258448838857848,0.00548797578738642
"71",0.00276446240658642,0.0258102727161028,0.00539422782402655
"72",0.00257054751055962,0.0258166540335005,0.00531066756571872
"73",0.0023902348927955,0.0258548582906106,0.00523337676276437
"74",0.00222257041321648,0.0259261776319102,0.00516575528347947
"75",0.00206666686048078,0.0260186387213258,0.00511049713107913
"76",0.0019216992572255,0.0261603647464164,0.00505412512992544
"77",0.00178690049462637,0.0263187516848016,0.00501156353069194
"78",0.00166155727317394,0.0264474664951393,0.00498731318480992
"79",0.00154500632818643,0.0265954331165049,0.00497732194421653
"80",0.00143663092008639,0.0267770525103718,0.00497686101953356
"81",0.00133585757086894,0.0269757441619887,0.00498715940422616
"82",0.00124215302949248,0.0272129690092953,0.0050036314474534
"83",0.00115502145013386,0.0274754529183508,0.00502895255650757
"84",0.00107400176837664,0.0277696050668842,0.00505917017492129
"85",0.000998665261448148,0.0280631518710013,0.00510026872597527
"86",0.000928613279595221,0.0283519242304151,0.00514937246068093
"87",0.000863475136593969,0.0286437361517791,0.00519302379161022
"88",0.00080290614823102,0.0289082067771165,0.00523644775858949
"89",0.00074658580837668,0.0291809316210803,0.0052835149698779
"90",0.000694216092998559,0.0294712035584215,0.00535614651317562
"91",0.000645519883141188,0.0297213127564806,0.00542383104034076
"92",0.00060023949852669,0.0299400422522859,0.00548375096380402
"93",0.000558135334016924,0.0301393995651572,0.00554069740964192
"94",0.000518984591721817,0.0303182314794085,0.00558794346003069
"95",0.00048258010204474,0.030483539504179,0.00562412993623045
"96",0.00044872922742635,0.0306658701009142,0.00563531435177672
"97",0.000417252842986016,0.0308345175623592,0.00563965102039561
"98",0.000387984388666745,0.0309846990293245,0.00563892087847059
"99",0.000360768987867993,0.0311081076189775,0.00564129420434393
"100",0.000335462627902512,0.0312247258946981,0.00564056461367409
