"","grid","radius_mean","texture_mean","smoothness_mean","compactness_mean","symmetry_mean","fractal_dimension_mean","radius_se","texture_se","smoothness_se","compactness_se","concavity_se","concave.points_se","symmetry_se","fractal_dimension_se","smoothness_worst","concave.points_worst","symmetry_worst","fractal_dimension_worst","the intercept"
"84",0.00107400176837664,3.18703298117841,1.48671354052211,0,-0.134766187488475,-0.354949429694735,-0.276709902568718,3.4824882052406,0.205386195328144,0.117912335479045,-0.666485553220457,0.568177074538979,-0.344416212330495,-0.461027760881528,-0.565542639329424,1.03595859372926,3.25752749195107,1.26822711083508,0.273836698266899,-0.598172336727366
"85",0.000998665261448148,3.22632764646501,1.49533245228718,0,-0.150182637926687,-0.366348519198458,-0.288517518624196,3.55179281252038,0.225051385473516,0.149130889495773,-0.695204180496228,0.600501068156221,-0.381989760507029,-0.464223491271104,-0.604635889137883,1.02791941737235,3.33079537698963,1.28255791087428,0.321028611585194,-0.59130573657699
"86",0.000928613279595221,3.26513498003053,1.504150241688,0,-0.165713868672548,-0.377271325511972,-0.30019601493307,3.61988340630724,0.243957484239739,0.179843861860956,-0.722323713044522,0.631462389131657,-0.417970932851674,-0.467170714425255,-0.64492054059577,1.02024846753164,3.40243889361328,1.29631058867375,0.368428566569533,-0.584863788799642
"87",0.000863475136593969,3.30336148895549,1.51313113070514,0,-0.181395769063768,-0.387749397072651,-0.311699318650574,3.68669836668546,0.262105320155354,0.210087147950274,-0.747721620433174,0.661042698564052,-0.452404282811511,-0.469844497013221,-0.686491526222596,1.01289748802247,3.47246444124309,1.30946754252176,0.415985012183395,-0.578847643117905
"88",0.00080290614823102,3.3409419950063,1.52224346980962,0,-0.197290668071492,-0.397808171293543,-0.32295875451647,3.75218240679147,0.279500267387041,0.239908729750414,-0.771271471490458,0.689233752624409,-0.485324483467951,-0.472234879681776,-0.729489837124637,1.00581198714162,3.5408809689508,1.32202173843074,0.463664987071286,-0.573262946283596
"89",0.00074658580837668,3.37780495801546,1.53144557245268,0,-0.21332338478864,-0.407448623660036,-0.334040049434564,3.8162476721702,0.296147933250138,0.269353022923979,-0.792942043847309,0.716056446268034,-0.516679771162504,-0.474298480056057,-0.774117396618268,0.998940581392806,3.60752523376388,1.33391926677009,0.51159802997967,-0.568127997066771
"90",0.000694216092998559,3.41392670501193,1.54071167569397,0,-0.22957522778882,-0.416686326480718,-0.344857874580632,3.87884889726792,0.312060587306182,0.298470654334591,-0.812628019225259,0.741518204689017,-0.546489731185146,-0.476045469329669,-0.820528384605736,0.992230321253423,3.67240231359937,1.34516784255576,0.559768003236784,-0.563451651388753
"91",0.000645519883141188,3.44927843848399,1.55001168991533,0,-0.246047167352527,-0.425525505833767,-0.355396331979636,3.93992909296661,0.32725174094418,0.327296713972743,-0.830299140945892,0.765646546285337,-0.574745708543551,-0.477474660668767,-0.86883577800813,0.985637097174507,3.73544615810528,1.35575879493153,0.608205676481326,-0.559243506149439
"92",0.00060023949852669,3.48383765205554,1.55931727391328,0,-0.262727242227905,-0.433970242494919,-0.365638775837803,3.99943639160263,0.341737574328162,0.355840816633141,-0.845970651086649,0.788479177892857,-0.601451984579231,-0.478595393926068,-0.919043213694737,0.979131762947459,3.79660387505925,1.36569566022605,0.656891590206926,-0.555505398636003
"93",0.000558135334016924,3.51758283063432,1.56860161745677,0,-0.279588287625461,-0.442027369274532,-0.375563211765495,4.05732541962221,0.355537112296079,0.384077296578119,-0.859713971161917,0.810065015739054,-0.626638962915861,-0.479430230804406,-0.970995910630917,0.972704630402896,3.85585052019142,1.37499905202319,0.705724253707082,-0.552226807177241
"94",0.000518984591721817,3.55048874027874,1.57783881799426,0,-0.296584244153339,-0.44970817579182,-0.3851419377789,4.11355722140188,0.368672152940471,0.411940890504234,-0.871661440540572,0.830464181952779,-0.650369367930063,-0.480015237802565,-1.02435850199491,0.966367096364427,3.91319409570303,1.38370811366758,0.754506107496041,-0.549382432944334
"95",0.00048258010204474,3.5825240512219,1.58700307754089,0,-0.313648241983297,-0.457028383962573,-0.394345714856633,4.16809784739281,0.381166747159171,0.439331423920788,-0.881999522390458,0.849745686151553,-0.672734437860243,-0.480396300646454,-1.07863637043761,0.960149022975847,3.96866892199773,1.39187664992876,0.802956790482515,-0.546933262455427
"96",0.00044872922742635,3.61365225639635,1.59606835002198,0,-0.330696887986336,-0.464006906725601,-0.403148143828226,4.22091740167308,0.393046340324879,0.466127837716939,-0.890948523158186,0.867982667095162,-0.693843117711762,-0.480623334455693,-1.13323814379962,0.954091670193794,4.0223237800818,1.3995660755907,0.850748606090625,-0.544830909266016
"97",0.000417252842986016,3.6438350375605,1.60500855031193,0,-0.347638550981038,-0.470663840788788,-0.411529371055447,4.27198983892151,0.404336750203602,0.492206624141596,-0.898736108368003,0.885246902358099,-0.713808196707185,-0.480744063857497,-1.18755731447042,0.948238664475771,4.07420884578265,1.40683732028258,0.897551951379294,-0.543023701384802
"98",0.000387984388666745,3.67303641371651,1.61379818672433,0,-0.364382259610198,-0.477018506068543,-0.419478229808373,4.32129344073163,0.415063269508973,0.517457946623555,-0.905574057661074,0.901604448607831,-0.732734249742468,-0.480799280686366,-1.24104372011974,0.942628302766777,4.1243657495948,1.41374432267661,0.943074572415937,-0.541462312402024
"99",0.000360768987867993,3.70435289116666,1.6245428830543,0.027847913809083,-0.395910195212719,-0.484531719615152,-0.433307552388163,4.36381648204679,0.425087006980976,0.547972941528729,-0.903858591598469,0.919052446086078,-0.753491219297581,-0.481892646114956,-1.31214678501378,0.916666756911198,4.17446476828735,1.42187437939711,1.00365166318047,-0.543596837303177
"100",0.000335462627902512,3.73741268857986,1.6366559437689,0.0740242872859814,-0.437206464193673,-0.492661053471617,-0.450675799693922,4.4014922094789,0.434456590742334,0.581806086228064,-0.896145372387527,0.93700137255624,-0.774928001214329,-0.483672376820737,-1.39539803885524,0.877387000410685,4.22384171323391,1.43069655227762,1.07422491051404,-0.548286000001883
